# MOCK DATA — NOT FROM MTA. For hackathon training only.
log_id,timestamp,line,station,severity,event_type,message,operator_id
L-000192,2026-05-18T05:26:24+00:00,L1,Granite,WARN,comms.jitter,Comms jitter to wayside controller WC-17 on L1: 148ms (>120ms).,OP-742
L-000193,2026-05-18T05:10:46+00:00,L2,Junction,INFO,train.dwell,Train 2668 dwelled 30s at Junction (L2).,OP-222
L-000194,2026-05-18T05:17:36+00:00,L1,Orchard,INFO,signal.green,Signal SG-33 at Orchard cleared to GREEN for L1.,OP-520
L-000195,2026-05-18T05:14:45+00:00,L3,Rampart,INFO,train.departure,Train 1224 departed Rampart on L3 at speed 60 km/h.,OP-306
L-000196,2026-05-18T05:05:20+00:00,L3,Pioneer,INFO,train.departure,Train 1762 departed Pioneer on L3 at speed 25 km/h.,OP-679
L-000197,2026-05-18T05:28:39+00:00,L1,Orchard,INFO,train.dwell,Train 1124 dwelled 45s at Orchard (L1).,OP-305
L-000198,2026-05-18T05:12:36+00:00,L1,Rampart,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Rampart and Pioneer, limit 25 km/h.",OP-724
L-000199,2026-05-18T05:39:30+00:00,L3,Quarry,ERROR,trackcircuit.shunt,Track circuit TC-223 on L3 reporting persistent shunt near Quarry.,OP-894
L-000200,2026-05-18T04:56:40+00:00,L2,Eastgate,INFO,train.dwell,Train 2221 dwelled 120s at Eastgate (L2).,OP-463
L-000201,2026-05-18T07:54:30+00:00,L2,Harbor,WARN,doors.held,Doors held open on train 1967 at Harbor for 45s (threshold 45s).,OP-876
L-000202,2026-05-18T06:48:20+00:00,L2,Iris,INFO,signal.green,Signal SG-51 at Iris cleared to GREEN for L2.,OP-662
L-000203,2026-05-18T05:00:54+00:00,L3,Junction,INFO,train.departure,Train 1151 departed Junction on L3 at speed 40 km/h.,OP-991
L-000204,2026-05-18T05:01:12+00:00,L3,Beacon,CRITICAL,loss.of.shunt,Loss of shunt detected on L3 at TC-185; line forced to manual block working.,OP-657
L-000205,2026-05-18T07:35:15+00:00,L1,Falcon,INFO,signal.green,Signal SG-8 at Falcon cleared to GREEN for L1.,OP-670
L-000206,2026-05-18T06:24:12+00:00,L1,Northpoint,INFO,signal.green,Signal SG-20 at Northpoint cleared to GREEN for L1.,OP-109
L-000207,2026-05-18T05:05:33+00:00,L1,Orchard,INFO,signal.green,Signal SG-68 at Orchard cleared to GREEN for L1.,OP-484
L-000208,2026-05-18T06:18:40+00:00,L2,Harbor,INFO,signal.green,Signal SG-70 at Harbor cleared to GREEN for L2.,OP-422
L-000209,2026-05-18T04:55:44+00:00,L1,Eastgate,INFO,signal.green,Signal SG-32 at Eastgate cleared to GREEN for L1.,OP-852
L-000210,2026-05-18T05:52:00+00:00,L1,Atlas,INFO,signal.green,Signal SG-97 at Atlas cleared to GREEN for L1.,OP-550
L-000211,2026-05-18T05:10:20+00:00,L3,Keystone,INFO,signal.green,Signal SG-78 at Keystone cleared to GREEN for L3.,OP-666
L-000212,2026-05-18T06:07:12+00:00,L1,Lantern,INFO,signal.green,Signal SG-30 at Lantern cleared to GREEN for L1.,OP-418
L-000213,2026-05-18T05:18:06+00:00,L1,Northpoint,INFO,train.dwell,Train 2026 dwelled 30s at Northpoint (L1).,OP-525
L-000214,2026-05-18T06:04:50+00:00,L2,Falcon,INFO,train.departure,Train 2555 departed Falcon on L2 at speed 80 km/h.,OP-584
L-000215,2026-05-18T05:00:55+00:00,L1,Falcon,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Falcon and Summit, limit 25 km/h.",OP-164
L-000216,2026-05-18T04:54:00+00:00,L2,Iris,INFO,train.departure,Train 1782 departed Iris on L2 at speed 40 km/h.,OP-993
L-000217,2026-05-18T08:42:06+00:00,L2,Keystone,WARN,doors.held,Doors held open on train 2828 at Keystone for 45s (threshold 45s).,OP-978
L-000218,2026-05-18T05:09:02+00:00,L1,Meridian,INFO,train.dwell,Train 2322 dwelled 120s at Meridian (L1).,OP-473
L-000219,2026-05-18T06:29:39+00:00,L2,Falcon,INFO,signal.green,Signal SG-28 at Falcon cleared to GREEN for L2.,OP-383
L-000220,2026-05-18T05:20:40+00:00,L1,Eastgate,WARN,comms.jitter,Comms jitter to wayside controller WC-01 on L1: 173ms (>120ms).,OP-287
L-000221,2026-05-18T05:17:21+00:00,L1,Eastgate,INFO,signal.green,Signal SG-94 at Eastgate cleared to GREEN for L1.,OP-587
L-000222,2026-05-18T05:21:24+00:00,L3,Lantern,INFO,train.departure,Train 2107 departed Lantern on L3 at speed 60 km/h.,OP-492
L-000223,2026-05-18T06:36:06+00:00,L3,Eastgate,CRITICAL,emergency.brake,Emergency brake applied on train 1923 approaching Eastgate on L3. Trigger: wayside spurious signal.,OP-486
L-000224,2026-05-18T05:07:12+00:00,L1,Atlas,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Atlas and Granite, limit 40 km/h.",OP-903
L-000225,2026-05-18T05:00:00+00:00,L3,Atlas,INFO,signal.green,Signal SG-79 at Atlas cleared to GREEN for L3.,OP-288
L-000226,2026-05-18T04:56:30+00:00,L3,Tideway,INFO,train.departure,Train 1853 departed Tideway on L3 at speed 60 km/h.,OP-927
L-000227,2026-05-18T05:57:17+00:00,L3,Atlas,INFO,train.dwell,Train 1642 dwelled 180s at Atlas (L3).,OP-102
L-000228,2026-05-18T05:12:12+00:00,L1,Falcon,INFO,signal.green,Signal SG-60 at Falcon cleared to GREEN for L1.,OP-532
L-000229,2026-05-18T07:29:55+00:00,L1,Junction,INFO,signal.green,Signal SG-22 at Junction cleared to GREEN for L1.,OP-213
L-000230,2026-05-18T05:39:40+00:00,L2,Crescent,CRITICAL,power.trip,Traction power trip on L2 sector 5-A; standby supply engaged.,OP-893
L-000231,2026-05-18T06:34:00+00:00,L3,Tideway,INFO,train.dwell,Train 2787 dwelled 60s at Tideway (L3).,OP-982
L-000232,2026-05-18T05:05:44+00:00,L3,Granite,INFO,signal.green,Signal SG-93 at Granite cleared to GREEN for L3.,OP-474
L-000233,2026-05-18T06:00:23+00:00,L1,Meridian,WARN,speed.restriction,"Temporary speed restriction issued: L1 between Meridian and Falcon, limit 25 km/h.",OP-633
L-000234,2026-05-18T07:18:54+00:00,L2,Northpoint,INFO,signal.green,Signal SG-26 at Northpoint cleared to GREEN for L2.,OP-224
L-000235,2026-05-18T05:26:10+00:00,L3,Meridian,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Meridian and Northpoint, limit 25 km/h.",OP-979
L-000236,2026-05-18T05:02:56+00:00,L3,Summit,WARN,comms.jitter,Comms jitter to wayside controller WC-05 on L3: 255ms (>120ms).,OP-764
L-000237,2026-05-18T06:38:00+00:00,L3,Iris,INFO,train.departure,Train 1686 departed Iris on L3 at speed 40 km/h.,OP-560
L-000238,2026-05-18T06:06:56+00:00,L1,Dune,ERROR,interlock.fault,Interlock fault at Dune on L1: relay R-127 failed self-test.,OP-708
L-000239,2026-05-18T05:19:40+00:00,L2,Keystone,INFO,signal.green,Signal SG-58 at Keystone cleared to GREEN for L2.,OP-352
L-000240,2026-05-18T05:32:00+00:00,L3,Granite,INFO,signal.green,Signal SG-13 at Granite cleared to GREEN for L3.,OP-647
L-000241,2026-05-18T05:28:22+00:00,L2,Eastgate,INFO,train.dwell,Train 2444 dwelled 180s at Eastgate (L2).,OP-421
L-000242,2026-05-18T05:08:34+00:00,L1,Dune,INFO,signal.green,Signal SG-8 at Dune cleared to GREEN for L1.,OP-495
L-000243,2026-05-18T06:50:06+00:00,L3,Eastgate,INFO,signal.green,Signal SG-76 at Eastgate cleared to GREEN for L3.,OP-379
L-000244,2026-05-18T05:13:12+00:00,L3,Keystone,CRITICAL,power.trip,Traction power trip on L3 sector 2-A; standby supply engaged.,OP-152
L-000245,2026-05-18T05:01:15+00:00,L2,Orchard,INFO,train.dwell,Train 2936 dwelled 60s at Orchard (L2).,OP-559
L-000246,2026-05-18T05:17:54+00:00,L2,Harbor,INFO,signal.green,Signal SG-57 at Harbor cleared to GREEN for L2.,OP-119
L-000247,2026-05-18T06:19:58+00:00,L1,Falcon,ERROR,axle.counter,"Axle counter AC-41 on L1 discrepancy at Falcon: counted 4, expected 4.",OP-768
L-000248,2026-05-18T05:06:08+00:00,L2,Falcon,WARN,comms.jitter,Comms jitter to wayside controller WC-02 on L2: 157ms (>120ms).,OP-379
L-000249,2026-05-18T06:04:30+00:00,L3,Beacon,INFO,train.dwell,Train 2311 dwelled 90s at Beacon (L3).,OP-920
L-000250,2026-05-18T08:35:00+00:00,L3,Falcon,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Falcon and Orchard, limit 15 km/h.",OP-584
L-000251,2026-05-18T05:40:24+00:00,L1,Northpoint,INFO,train.departure,Train 1355 departed Northpoint on L1 at speed 15 km/h.,OP-828
L-000252,2026-05-18T05:53:24+00:00,L2,Crescent,INFO,signal.green,Signal SG-7 at Crescent cleared to GREEN for L2.,OP-387
L-000253,2026-05-18T06:02:17+00:00,L3,Crescent,INFO,signal.green,Signal SG-5 at Crescent cleared to GREEN for L3.,OP-358
L-000254,2026-05-18T06:07:00+00:00,L3,Granite,INFO,train.dwell,Train 1998 dwelled 45s at Granite (L3).,OP-300
L-000255,2026-05-18T05:50:30+00:00,L1,Keystone,INFO,signal.green,Signal SG-93 at Keystone cleared to GREEN for L1.,OP-503
L-000256,2026-05-18T05:04:00+00:00,L1,Dune,INFO,train.departure,Train 1180 departed Dune on L1 at speed 80 km/h.,OP-226
L-000257,2026-05-18T07:04:11+00:00,L3,Quarry,WARN,comms.jitter,Comms jitter to wayside controller WC-07 on L3: 204ms (>120ms).,OP-910
L-000258,2026-05-18T05:17:24+00:00,L2,Iris,INFO,train.dwell,Train 1675 dwelled 90s at Iris (L2).,OP-484
L-000259,2026-05-18T05:47:55+00:00,L2,Lantern,WARN,doors.held,Doors held open on train 1256 at Lantern for 120s (threshold 45s).,OP-334
L-000260,2026-05-18T08:28:40+00:00,L3,Granite,INFO,signal.green,Signal SG-24 at Granite cleared to GREEN for L3.,OP-564
L-000261,2026-05-18T05:09:36+00:00,L1,Summit,INFO,signal.green,Signal SG-54 at Summit cleared to GREEN for L1.,OP-459
L-000262,2026-05-18T06:28:28+00:00,L1,Beacon,INFO,train.dwell,Train 1378 dwelled 180s at Beacon (L1).,OP-882
L-000263,2026-05-18T05:05:45+00:00,L3,Lantern,ERROR,axle.counter,"Axle counter AC-47 on L3 discrepancy at Lantern: counted 6, expected 4.",OP-373
L-000264,2026-05-18T07:18:00+00:00,L1,Atlas,WARN,comms.jitter,Comms jitter to wayside controller WC-09 on L1: 244ms (>120ms).,OP-349
L-000265,2026-05-18T07:32:00+00:00,L1,Lantern,INFO,signal.green,Signal SG-47 at Lantern cleared to GREEN for L1.,OP-793
L-000266,2026-05-18T05:33:06+00:00,L3,Falcon,WARN,doors.held,Doors held open on train 1656 at Falcon for 45s (threshold 45s).,OP-636
L-000267,2026-05-18T06:26:51+00:00,L2,Atlas,INFO,train.dwell,Train 1379 dwelled 60s at Atlas (L2).,OP-942
L-000268,2026-05-18T06:49:44+00:00,L3,Falcon,INFO,train.dwell,Train 2123 dwelled 30s at Falcon (L3).,OP-736
L-000269,2026-05-18T07:35:12+00:00,L3,Crescent,INFO,train.departure,Train 1581 departed Crescent on L3 at speed 15 km/h.,OP-343
L-000270,2026-05-18T06:24:00+00:00,L2,Rampart,INFO,signal.green,Signal SG-99 at Rampart cleared to GREEN for L2.,OP-133
L-000271,2026-05-18T06:06:28+00:00,L2,Quarry,CRITICAL,power.trip,Traction power trip on L2 sector 4-B; standby supply engaged.,OP-560
L-000272,2026-05-18T05:17:04+00:00,L2,Northpoint,INFO,signal.green,Signal SG-73 at Northpoint cleared to GREEN for L2.,OP-123
L-000273,2026-05-18T05:12:48+00:00,L3,Junction,INFO,signal.green,Signal SG-82 at Junction cleared to GREEN for L3.,OP-204
L-000274,2026-05-18T05:31:20+00:00,L2,Iris,ERROR,axle.counter,"Axle counter AC-68 on L2 discrepancy at Iris: counted 5, expected 3.",OP-838
L-000275,2026-05-18T05:17:55+00:00,L3,Orchard,INFO,train.dwell,Train 2311 dwelled 180s at Orchard (L3).,OP-951
L-000276,2026-05-18T05:13:36+00:00,L1,Junction,INFO,train.dwell,Train 2382 dwelled 45s at Junction (L1).,OP-477
L-000277,2026-05-18T07:18:31+00:00,L1,Meridian,INFO,train.dwell,Train 2333 dwelled 90s at Meridian (L1).,OP-978
L-000278,2026-05-18T07:47:02+00:00,L2,Iris,ERROR,trackcircuit.shunt,Track circuit TC-295 on L2 reporting persistent shunt near Iris.,OP-928
L-000279,2026-05-18T06:10:12+00:00,L2,Falcon,CRITICAL,emergency.brake,Emergency brake applied on train 2947 approaching Falcon on L2. Trigger: onboard sensor fault.,OP-283
L-000280,2026-05-18T05:42:40+00:00,L3,Granite,INFO,train.departure,Train 1978 departed Granite on L3 at speed 25 km/h.,OP-946
L-000281,2026-05-18T06:01:46+00:00,L3,Tideway,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Tideway and Rampart, limit 80 km/h.",OP-384
L-000282,2026-05-18T05:19:54+00:00,L3,Summit,ERROR,trackcircuit.shunt,Track circuit TC-184 on L3 reporting persistent shunt near Summit.,OP-297
L-000283,2026-05-18T11:09:13+00:00,L3,Lantern,WARN,comms.jitter,Comms jitter to wayside controller WC-14 on L3: 168ms (>120ms).,OP-764
L-000284,2026-05-18T05:20:28+00:00,L1,Quarry,INFO,train.dwell,Train 2397 dwelled 45s at Quarry (L1).,OP-345
L-000285,2026-05-18T08:59:15+00:00,L2,Pioneer,INFO,train.dwell,Train 2763 dwelled 90s at Pioneer (L2).,OP-102
L-000286,2026-05-18T07:20:12+00:00,L2,Crescent,INFO,train.departure,Train 2453 departed Crescent on L2 at speed 25 km/h.,OP-340
L-000287,2026-05-18T07:06:33+00:00,L3,Harbor,INFO,train.dwell,Train 2902 dwelled 45s at Harbor (L3).,OP-217
L-000288,2026-05-18T05:21:36+00:00,L2,Rampart,INFO,train.departure,Train 2093 departed Rampart on L2 at speed 80 km/h.,OP-492
L-000289,2026-05-18T06:19:41+00:00,L3,Lantern,INFO,train.departure,Train 2382 departed Lantern on L3 at speed 40 km/h.,OP-471
L-000290,2026-05-18T06:00:50+00:00,L2,Quarry,INFO,train.departure,Train 1974 departed Quarry on L2 at speed 80 km/h.,OP-986
L-000291,2026-05-18T05:56:24+00:00,L2,Junction,ERROR,axle.counter,"Axle counter AC-38 on L2 discrepancy at Junction: counted 6, expected 6.",OP-371
L-000292,2026-05-18T06:01:40+00:00,L1,Orchard,INFO,signal.green,Signal SG-97 at Orchard cleared to GREEN for L1.,OP-774
L-000293,2026-05-18T07:25:06+00:00,L3,Beacon,INFO,train.departure,Train 2094 departed Beacon on L3 at speed 40 km/h.,OP-206
L-000294,2026-05-18T06:27:00+00:00,L1,Pioneer,INFO,train.dwell,Train 1718 dwelled 90s at Pioneer (L1).,OP-172
L-000295,2026-05-18T06:57:00+00:00,L2,Beacon,INFO,train.dwell,Train 1764 dwelled 45s at Beacon (L2).,OP-678
L-000296,2026-05-18T10:44:32+00:00,L3,Harbor,ERROR,interlock.fault,Interlock fault at Harbor on L3: relay R-125 failed self-test.,OP-655
L-000297,2026-05-18T08:57:00+00:00,L2,Dune,INFO,train.departure,Train 2121 departed Dune on L2 at speed 40 km/h.,OP-766
L-000298,2026-05-18T05:19:28+00:00,L2,Quarry,ERROR,interlock.fault,Interlock fault at Quarry on L2: relay R-125 failed self-test.,OP-877
L-000299,2026-05-18T05:39:40+00:00,L2,Crescent,INFO,train.departure,Train 1301 departed Crescent on L2 at speed 60 km/h.,OP-721
L-000300,2026-05-18T05:25:00+00:00,L2,Keystone,INFO,train.departure,Train 1802 departed Keystone on L2 at speed 80 km/h.,OP-715
L-000301,2026-05-18T07:20:40+00:00,L2,Granite,INFO,train.departure,Train 2628 departed Granite on L2 at speed 15 km/h.,OP-172
L-000302,2026-05-18T05:55:46+00:00,L3,Quarry,WARN,speed.restriction,"Temporary speed restriction issued: L3 between Quarry and Summit, limit 60 km/h.",OP-831
L-000303,2026-05-18T06:06:15+00:00,L2,Junction,INFO,signal.green,Signal SG-69 at Junction cleared to GREEN for L2.,OP-383
L-000304,2026-05-18T05:36:16+00:00,L2,Rampart,INFO,train.departure,Train 2994 departed Rampart on L2 at speed 15 km/h.,OP-251
L-000305,2026-05-18T05:26:25+00:00,L2,Keystone,INFO,train.dwell,Train 1937 dwelled 120s at Keystone (L2).,OP-248
L-000306,2026-05-18T05:42:00+00:00,L2,Falcon,INFO,signal.green,Signal SG-98 at Falcon cleared to GREEN for L2.,OP-561
L-000307,2026-05-18T05:37:13+00:00,L2,Falcon,WARN,doors.held,Doors held open on train 1249 at Falcon for 180s (threshold 45s).,OP-747
L-000308,2026-05-18T05:37:32+00:00,L1,Keystone,INFO,signal.green,Signal SG-86 at Keystone cleared to GREEN for L1.,OP-287
L-000309,2026-05-18T05:27:33+00:00,L1,Quarry,INFO,signal.green,Signal SG-41 at Quarry cleared to GREEN for L1.,OP-936
L-000310,2026-05-18T07:47:20+00:00,L1,Orchard,INFO,signal.green,Signal SG-9 at Orchard cleared to GREEN for L1.,OP-573
L-000311,2026-05-18T07:01:25+00:00,L1,Iris,WARN,comms.jitter,Comms jitter to wayside controller WC-16 on L1: 158ms (>120ms).,OP-137
L-000312,2026-05-18T05:28:24+00:00,L1,Iris,ERROR,interlock.fault,Interlock fault at Iris on L1: relay R-119 failed self-test.,OP-192
L-000313,2026-05-18T07:07:48+00:00,L3,Orchard,INFO,signal.green,Signal SG-63 at Orchard cleared to GREEN for L3.,OP-786
L-000314,2026-05-18T05:18:30+00:00,L1,Iris,INFO,train.dwell,Train 1878 dwelled 90s at Iris (L1).,OP-900
L-000315,2026-05-18T07:35:15+00:00,L2,Falcon,INFO,train.dwell,Train 1570 dwelled 60s at Falcon (L2).,OP-633
L-000316,2026-05-18T06:43:16+00:00,L1,Falcon,INFO,train.departure,Train 2311 departed Falcon on L1 at speed 40 km/h.,OP-740
L-000317,2026-05-18T08:08:19+00:00,L1,Granite,INFO,train.dwell,Train 2319 dwelled 45s at Granite (L1).,OP-180
L-000318,2026-05-18T11:30:30+00:00,L2,Crescent,INFO,train.departure,Train 2197 departed Crescent on L2 at speed 80 km/h.,OP-161
L-000319,2026-05-18T10:06:51+00:00,L1,Iris,INFO,train.dwell,Train 1929 dwelled 30s at Iris (L1).,OP-345
L-000320,2026-05-18T05:52:00+00:00,L3,Atlas,INFO,train.departure,Train 2990 departed Atlas on L3 at speed 15 km/h.,OP-795
L-000321,2026-05-18T05:47:00+00:00,L2,Northpoint,INFO,signal.green,Signal SG-31 at Northpoint cleared to GREEN for L2.,OP-404
L-000322,2026-05-18T05:47:20+00:00,L3,Beacon,INFO,train.departure,Train 2917 departed Beacon on L3 at speed 80 km/h.,OP-667
L-000323,2026-05-18T07:19:11+00:00,L1,Falcon,INFO,signal.green,Signal SG-10 at Falcon cleared to GREEN for L1.,OP-620
L-000324,2026-05-18T06:58:12+00:00,L1,Crescent,INFO,train.departure,Train 2218 departed Crescent on L1 at speed 40 km/h.,OP-377
L-000325,2026-05-18T09:35:50+00:00,L2,Summit,INFO,train.departure,Train 1340 departed Summit on L2 at speed 15 km/h.,OP-339
L-000326,2026-05-18T05:37:48+00:00,L2,Crescent,INFO,train.dwell,Train 1445 dwelled 45s at Crescent (L2).,OP-678
L-000327,2026-05-18T05:43:33+00:00,L1,Pioneer,INFO,signal.green,Signal SG-66 at Pioneer cleared to GREEN for L1.,OP-115
L-000328,2026-05-18T06:27:36+00:00,L3,Iris,INFO,train.dwell,Train 2618 dwelled 60s at Iris (L3).,OP-116
L-000329,2026-05-18T07:39:20+00:00,L2,Beacon,INFO,signal.green,Signal SG-59 at Beacon cleared to GREEN for L2.,OP-441
L-000330,2026-05-18T07:12:30+00:00,L3,Keystone,INFO,signal.green,Signal SG-36 at Keystone cleared to GREEN for L3.,OP-923
L-000331,2026-05-18T08:02:44+00:00,L2,Summit,ERROR,interlock.fault,Interlock fault at Summit on L2: relay R-147 failed self-test.,OP-683
L-000332,2026-05-18T06:18:20+00:00,L1,Iris,INFO,train.departure,Train 1646 departed Iris on L1 at speed 40 km/h.,OP-696
L-000333,2026-05-18T05:34:21+00:00,L2,Tideway,INFO,train.departure,Train 2699 departed Tideway on L2 at speed 80 km/h.,OP-591
L-000334,2026-05-18T06:52:34+00:00,L2,Orchard,INFO,train.dwell,Train 1590 dwelled 45s at Orchard (L2).,OP-880
L-000335,2026-05-18T07:04:15+00:00,L3,Lantern,CRITICAL,power.trip,Traction power trip on L3 sector 5-A; standby supply engaged.,OP-905
L-000336,2026-05-18T08:28:48+00:00,L1,Harbor,INFO,train.departure,Train 1268 departed Harbor on L1 at speed 40 km/h.,OP-651
L-000337,2026-05-18T06:14:48+00:00,L1,Quarry,WARN,doors.held,Doors held open on train 2196 at Quarry for 60s (threshold 45s).,OP-452
L-000338,2026-05-18T06:26:28+00:00,L3,Northpoint,INFO,signal.green,Signal SG-10 at Northpoint cleared to GREEN for L3.,OP-354
L-000339,2026-05-18T06:49:30+00:00,L3,Rampart,INFO,train.departure,Train 1566 departed Rampart on L3 at speed 40 km/h.,OP-669
L-000340,2026-05-18T05:59:00+00:00,L2,Tideway,INFO,train.departure,Train 2127 departed Tideway on L2 at speed 80 km/h.,OP-596
L-000341,2026-05-18T07:24:36+00:00,L2,Northpoint,INFO,signal.green,Signal SG-88 at Northpoint cleared to GREEN for L2.,OP-186
L-000342,2026-05-18T06:05:24+00:00,L1,Quarry,INFO,train.dwell,Train 1000 dwelled 30s at Quarry (L1).,OP-687
L-000343,2026-05-18T06:57:13+00:00,L3,Summit,INFO,signal.green,Signal SG-29 at Summit cleared to GREEN for L3.,OP-357
L-000344,2026-05-18T06:52:00+00:00,L2,Iris,INFO,train.dwell,Train 2052 dwelled 120s at Iris (L2).,OP-166
L-000345,2026-05-18T06:23:45+00:00,L2,Dune,ERROR,trackcircuit.shunt,Track circuit TC-178 on L2 reporting persistent shunt near Dune.,OP-328
L-000346,2026-05-18T05:38:02+00:00,L1,Meridian,WARN,doors.held,Doors held open on train 2962 at Meridian for 120s (threshold 45s).,OP-197
L-000347,2026-05-18T06:59:17+00:00,L3,Tideway,INFO,signal.green,Signal SG-44 at Tideway cleared to GREEN for L3.,OP-431
L-000348,2026-05-18T08:03:36+00:00,L2,Junction,INFO,train.departure,Train 1945 departed Junction on L2 at speed 25 km/h.,OP-337
L-000349,2026-05-18T05:44:42+00:00,L3,Lantern,WARN,doors.held,Doors held open on train 1185 at Lantern for 120s (threshold 45s).,OP-491
L-000350,2026-05-18T07:00:50+00:00,L1,Northpoint,INFO,signal.green,Signal SG-90 at Northpoint cleared to GREEN for L1.,OP-332
L-000351,2026-05-18T05:51:09+00:00,L1,Orchard,INFO,train.dwell,Train 2263 dwelled 90s at Orchard (L1).,OP-724
L-000352,2026-05-18T11:43:28+00:00,L1,Keystone,INFO,signal.green,Signal SG-46 at Keystone cleared to GREEN for L1.,OP-537
L-000353,2026-05-18T05:40:01+00:00,L3,Northpoint,WARN,doors.held,Doors held open on train 2996 at Northpoint for 180s (threshold 45s).,OP-933
L-000354,2026-05-18T10:17:36+00:00,L2,Eastgate,INFO,train.dwell,Train 2912 dwelled 30s at Eastgate (L2).,OP-785
L-000355,2026-05-18T05:40:35+00:00,L3,Eastgate,INFO,train.dwell,Train 1469 dwelled 180s at Eastgate (L3).,OP-582
L-000356,2026-05-18T10:49:24+00:00,L1,Orchard,INFO,train.departure,Train 1868 departed Orchard on L1 at speed 25 km/h.,OP-456
L-000357,2026-05-18T08:27:45+00:00,L2,Granite,INFO,train.dwell,Train 1792 dwelled 30s at Granite (L2).,OP-779
L-000358,2026-05-18T07:10:56+00:00,L1,Harbor,INFO,train.departure,Train 1399 departed Harbor on L1 at speed 15 km/h.,OP-992
